"ID","pc1","pc2","Finishing","Penalties","HeadingAccuracy","ShotPower","Position"
"198","1.9989808193998","2.1045485958016","39","45","85","50","0"
"199","-0.44640309273151","0.30688391632384","61","59","71","74","0"
"200","1.7332804376852","1.2188195217844","34","43","73","58","0"
"201","-0.10715007723112","0.50557574859544","51","59","73","74","0"
"202","2.9788000628007","1.9323026226506","35","34","76","41","0"
"203","0.26324034124391","1.0814518637113","45","71","82","66","0"
"204","1.2490664985266","1.4045271236787","50","46","82","67","0"
"205","0.96931723645765","0.72283737900518","44","45","75","78","0"
"206","2.0484839027068","1.3055173417848","32","38","77","67","0"
"207","-1.3905791064137","0.51201429928393","60","75","81","77","0"
"208","1.6378091705193","1.2309388615541","37","41","76","65","0"
"209","2.3664129643741","1.6466635427411","33","36","79","61","0"
"210","2.3682257879227","1.4461352563373","33","38","79","62","0"
"211","0.97711674081114","1.1296970285275","42","45","79","65","0"
"212","-0.30786382894515","1.0509690464633","55","67","84","74","0"
"213","1.7058675648302","1.254778970925","43","38","76","70","0"
"214","2.3703812435764","1.5915839954334","30","34","78","64","0"
"215","-0.26061040789113","1.3045224888804","65","69","84","62","0"
"216","1.2884577166267","1.509058824151","53","42","82","62","0"
"217","1.8894818079531","1.7929494897005","39","39","82","60","0"
"218","-0.10091351576591","0.94367991498827","45","63","82","73","0"
"219","1.1967063968939","1.5515782687411","38","56","83","53","0"
"220","1.6853081879325","1.6000227778474","39","49","81","58","0"
"221","1.0933225154705","1.3433986092014","42","51","81","61","0"
"222","0.81260432040002","0.79599607119814","32","41","79","73","0"
"223","1.8853966323378","1.1172942245784","41","38","77","67","0"
"224","-0.9645896287238","0.72472941839708","69","61","80","74","0"
"225","0.402464642843","0.51759608433827","46","54","79","74","0"
"226","1.8866430780434","1.1462401128485","23","56","68","52","0"
"227","2.4658278227855","1.4946717170266","43","34","75","60","0"
"228","1.9628319445038","1.8187820921197","38","41","78","51","0"
"229","1.0339671108476","1.5305568450863","49","66","82","57","0"
"230","1.5216630330705","1.3961464903605","37","52","80","57","0"
"231","0.065185149300897","0.88684433908953","63","52","79","74","0"
"232","-1.8152253152953","0.16769766779776","54","78","80","81","0"
"233","0.64306215445153","0.41603439154156","53","35","77","83","0"
"234","2.5473673826252","1.6827476570566","27","38","78","56","0"
"235","0.92621091595642","1.1529333739299","41","51","84","74","0"
"236","2.1483257469915","1.597885013633","30","50","74","49","0"
"237","-0.049413091960922","0.31358256106936","40","52","79","84","0"
"238","3.5440713905056","2.3596753687777","19","34","83","40","0"
"239","2.7073785434604","1.598182440554","30","38","72","48","0"
"240","2.5798160997993","1.5601406605877","25","43","80","57","0"
"241","2.9122684035354","1.598881084401","39","30","79","58","0"
"242","1.1033512638008","1.283191096962","34","46","83","78","0"
"243","2.0385446923986","1.6506013719674","42","44","77","51","0"
"244","0.80260324467815","1.3261389024743","40","52","83","63","0"
"245","1.3179091439699","0.40288785600964","44","49","56","59","0"
"246","1.1133488210066","0.72939328988881","48","48","65","65","0"
"247","0.73378368942369","0.76846658743483","49","45","71","63","0"
"248","-0.5509532528913","0.095227133503694","55","55","67","76","0"
"249","0.072304321860516","0.28743137795419","65","54","63","68","0"
"250","1.4882705034601","1.3496528696298","55","40","74","58","0"
"251","0.27336190743494","0.44145542095143","49","44","71","75","0"
"252","-0.10606688964976","0.37563832245107","48","72","66","68","0"
"253","-0.97835485371181","-0.97399741358197","66","67","49","75","0"
"254","0.53257679517231","0.91158994704306","48","55","72","54","0"
"255","0.42158964067991","0.6308207598767","50","52","68","59","0"
"256","-0.77713597075398","0.012063175609834","60","64","65","79","0"
"257","-0.25560362617267","0.54054389279787","57","56","75","75","0"
"258","-0.75017337400337","0.45031819724172","49","64","76","76","0"
"259","-0.57775720533724","0.53760293896367","73","59","70","64","0"
"260","-1.3327157372374","-0.098690771326454","56","61","73","87","0"
"261","1.5296726244735","0.80569952708298","47","40","66","68","0"
"262","-0.10922724703884","0.64830982443157","66","54","72","69","0"
"263","0.69064475023904","0.34804583861617","48","56","60","65","0"
"264","-0.38452795805991","0.3521441904451","67","60","64","71","0"
"265","-1.8499540895816","-0.4549473220859","58","80","64","78","0"
"266","-2.3916341783165","-0.11279495741163","59","88","74","80","0"
"267","2.6882276390728","0.95223017146398","29","42","59","49","0"
"268","0.46750097489981","0.16199079870898","63","50","58","67","0"
"269","-0.98932431144904","0.12022977579668","56","66","73","80","0"
"270","-0.50496536635679","0.18171979315396","54","59","68","71","0"
"271","0.50609759414828","0.31200020280711","39","50","65","79","0"
"272","0.028000783748037","0.020960917314908","60","51","59","75","0"
"273","-0.93923646164606","0.10405148219107","58","59","70","77","0"
"274","0.34506427443392","0.88470939750088","51","61","69","55","0"
"275","-0.65270465376787","0.34449728574345","61","59","74","82","0"
"276","-0.98482509306739","0.0010076822313466","72","64","66","78","0"
"277","0.15425877815516","0.68198320003678","62","58","67","68","0"
"278","0.24337809282942","0.040874940326799","27","60","60","69","0"
"279","-0.42604857352101","0.16776147379738","59","70","60","61","0"
"280","-0.86959338261571","-0.29318602144455","63","65","61","78","0"
"281","-2.0204933426722","-0.66847207544026","66","76","58","82","0"
"282","-1.3243419819722","-0.11263038293093","60","60","71","83","0"
"283","-0.93628111434285","-0.29373251844591","60","67","60","70","0"
"284","-0.69297057896631","0.40799780138258","68","50","74","80","0"
"285","0.7863040632084","1.4459717108695","55","46","82","65","0"
"286","-0.092237012229306","0.088183222872789","63","51","63","75","0"
"287","-0.3325070661843","-0.34102641987767","55","62","56","69","0"
"288","-0.60752627295184","-1.1842647275565","77","44","43","79","0"
"289","0.048646182294497","0.037914030629349","59","54","61","80","0"
"290","0.5725475330296","1.0737392028486","44","44","78","70","0"
"291","-1.5367095915215","-0.090380731318356","54","76","68","80","0"
"292","0.35710475453216","0.6968753664277","46","45","75","69","0"
"293","0.13830947190306","0.029651268794269","65","53","56","67","0"
"294","1.3311946884754","1.7349644582099","20","69","75","41","0"
"295","2.7940280604832","2.3257358560758","38","41","85","37","0"
"296","-0.24823832226569","0.77651242410525","46","66","77","68","0"
"297","4.082174712277","2.4474230573323","25","26","80","40","0"
"298","1.2872329271756","1.1671429003271","40","45","74","67","0"
"299","1.5136793097252","1.3439263462704","43","45","81","65","0"
"300","-1.1311758334864","0.21521060574506","56","78","69","68","0"
"301","0.41566956689541","1.0366788196338","49","57","81","68","0"
"302","1.6932163349545","1.786392993786","42","43","85","60","0"
"303","1.6594950262709","1.538490599864","33","50","77","58","0"
"304","0.47727361237744","1.1288173695172","47","59","84","63","0"
"305","1.3417353539184","1.0843037374416","47","38","80","77","0"
"306","0.47740744054646","0.67027193720942","41","61","74","69","0"
"307","1.2536716964432","1.093272044188","40","50","78","67","0"
"308","0.94214040683622","1.7874857457064","52","52","84","55","0"
"309","4.2225082320937","2.4431687266277","19","32","77","25","0"
"310","-0.064018185538977","1.054927732831","51","68","81","64","0"
"311","1.904782230758","1.7028621684936","39","53","78","45","0"
"312","0.29112513552237","0.63338016208988","48","62","73","66","0"
"313","1.9076636129124","1.6420863204506","32","45","79","54","0"
"314","3.2710022398103","1.9669688764494","28","26","80","52","0"
"315","1.7685782472106","1.4673942748307","33","43","78","62","0"
"316","-0.36345612231817","0.83806200687025","56","62","83","74","0"
"317","0.42452181004029","0.19218503926285","49","44","66","73","0"
"318","2.8288344284145","1.2211996238703","44","35","66","47","0"
"319","0.36389005051063","0.54962083691459","58","54","66","65","0"
"320","-0.83767841279842","-0.42302342209951","65","60","59","75","0"
"321","0.40970476586989","0.44271087190104","58","51","67","70","0"
"322","0.54223963269983","0.10925780699191","56","50","57","64","0"
"323","1.8317696469016","1.2408990917194","34","45","68","52","0"
"324","0.870541640924","0.081194754661012","61","46","55","68","0"
"325","-2.8206981756256","-0.26800615692538","60","80","79","95","0"
"326","-1.8551847618878","0.063509645934438","54","77","77","84","0"
"327","-1.8868495601616","-0.66045280209923","65","74","62","82","0"
"328","-2.3583241744623","-0.47318998970058","63","81","68","87","0"
"329","-0.6946565067113","0.55834382520309","55","60","76","78","0"
"330","2.0263651092875","1.1454693867875","22","55","79","64","0"
"331","-1.4310662751259","0.11223689660124","58","73","74","75","0"
"332","-1.3363388496879","-0.40608905479764","65","65","65","81","0"
"333","-1.1456644930937","1.0223861410679","62","77","81","61","0"
"334","1.2352775514144","0.416268943336","50","46","58","65","0"
"335","-0.30843052086139","0.50303215874147","55","61","72","74","0"
"336","0.45815221688002","0.021262389224816","45","49","60","78","0"
"337","0.60654497523783","0.09605027544544","40","51","60","65","0"
"338","1.8932596299524","1.2830205144125","28","40","75","51","0"
"339","-0.99933596634893","-0.56266575735831","65","60","60","82","0"
"340","1.5597303189208","1.1736351637396","49","42","71","56","0"
"341","0.73176702147751","0.81969358420437","52","42","72","72","0"
"342","-0.42679182168153","0.31583737821022","60","65","67","72","0"
"343","-1.5058244506496","0.304273261897","55","75","80","81","0"
"344","2.4981453998263","1.547596523584","30","44","76","50","0"
"345","3.2928219969519","1.9020429799433","21","34","78","45","0"
"346","0.70394978440362","0.48713571675506","58","48","64","68","0"
"347","-1.7087587339718","-0.14066766722538","70","65","67","84","0"
"348","-0.36619491388745","-0.049674819139218","68","51","63","81","0"
"349","0.51950049327935","0.66649762565967","52","49","71","72","0"
"350","-0.38727275779866","0.70216823566147","65","56","73","74","0"
"351","0.16264242895789","0.57694733133848","44","52","73","75","0"
"352","-0.6558876209312","0.42487582874342","64","65","73","78","0"
"353","-2.0941233523579","-0.25752523583352","67","83","67","77","0"
"354","2.8733496062967","1.7396243408688","25","32","77","48","0"
"355","-1.0940459528031","0.23609885060744","70","65","72","80","0"
"356","-0.61784839728885","0.28855148884252","66","61","67","74","0"
"357","-0.56919136995321","-0.38520419625373","54","61","59","84","0"
"358","-0.48735577124011","0.008309866539002","54","60","65","76","0"
"359","-0.86448938304177","-0.24875542417826","69","64","60","72","0"
"360","-1.228398926827","0.42407115484748","54","66","79","75","0"
"361","-0.84290695971348","-0.28348995003499","53","70","60","78","0"
"362","1.1501939693978","0.78556217374095","63","37","65","67","0"
"363","-0.34512707372471","0.70280828933904","64","52","78","74","0"
"364","0.79124794765629","0.50117106246908","59","45","64","73","0"
"365","0.25520275018278","0.39824473727879","60","43","69","69","0"
"366","0.70008672221494","-0.03303822402068","50","49","56","67","0"
"367","-0.46848295727045","0.30002669535794","58","55","72","77","0"
"368","-0.18851598773849","0.18896279847799","61","55","65","75","0"
"369","2.781492768492","0.80440875923819","28","23","65","67","0"
"370","-0.3291235530081","0.97801928451366","60","64","78","76","0"
"371","0.5682839286602","0.058046200536322","53","46","60","72","0"
"372","-0.69433519787091","-0.1631855660676","58","64","62","76","0"
"373","-1.3892631561287","-0.098983479696362","64","67","70","83","0"
"374","-0.065995621427509","-0.067455183332855","64","55","59","73","0"
"375","0.3135013454241","0.53677454822063","63","49","68","74","0"
"376","0.77341566139904","0.3280973194069","50","50","60","64","0"
"377","3.0771737173391","1.5697718404937","35","32","64","38","0"
"378","1.9591437377606","0.80010236835599","36","31","64","58","0"
"379","0.64096711592342","0.64048984064464","49","46","69","68","0"
"380","-0.69970441630943","0.89112390007843","79","50","82","76","0"
"381","0.44084957490508","0.93892816938127","63","49","72","69","0"
"382","-0.071229629990534","0.71496860787689","60","59","69","68","0"
"383","0.22519065996089","0.25695276260129","55","49","63","75","0"
"384","0.49782668045272","0.27196689926667","61","52","58","62","0"
"385","-0.43190996140584","-0.20893763800485","50","66","58","65","0"
"386","-0.45013467017808","0.37609839864544","64","54","70","76","0"
"387","0.7399725587094","1.7640794954388","51","52","88","65","0"
"388","1.3603495194853","-0.48070534939276","51","41","41","66","0"
"389","1.2778729036743","0.47103697496158","48","42","60","64","0"
"390","-1.0918687130203","-0.48059035830834","65","60","62","84","0"
"391","1.2120774515986","0.60279807427586","40","48","64","62","0"
"392","-1.894706779438","0.32976276718657","70","63","83","84","0"
"393","0.82144338138515","0.83290749007431","50","49","70","66","0"
"394","-1.2890746555592","-0.092523750455904","59","75","66","73","0"
"395","0.96094469692536","-0.1939811759854","66","44","49","64","0"
"396","-0.18852690918231","0.24145755008042","53","49","71","78","0"
"397","0.36413410525803","0.031716214969014","55","48","61","75","0"
"398","0.51934076329097","-0.029520106652182","59","40","60","75","0"
"399","-1.2202658556123","0.11448469641751","51","63","74","86","0"
"400","0.15491713591519","0.69710622999094","59","59","69","66","0"
"401","-0.64696478943687","-0.49024253670533","59","55","59","85","0"
"402","-0.6161407797704","0.29826817797034","68","46","72","80","0"
"403","-0.28010928070751","0.3272413899503","73","46","68","77","0"
"404","-0.65155565250646","0.16028597291072","50","69","66","73","0"
"405","0.70382660943708","0.87880667930595","51","45","72","68","0"
"406","0.44994125881228","-0.055149699147435","65","47","56","64","0"
"407","0.7112936494305","0.80523266481489","60","45","73","74","0"
"408","2.2998291600659","1.7609580147043","59","26","78","58","0"
"409","1.122217797549","0.69798158639842","55","46","65","63","0"
"410","-0.82996636320843","0.14576804428917","67","68","66","78","0"
"411","-0.31893303096347","-0.28737936124208","56","54","60","83","0"
"412","-0.99265007682371","-0.57792864151776","57","62","58","75","0"
"413","1.5258458338868","0.92667562009824","46","42","68","64","0"
"414","-1.0715080634388","-0.16942396666384","60","55","69","82","0"
"415","-1.0900669890837","0.0068484942188569","66","66","68","76","0"
"416","0.48060401570793","-0.28475910541314","67","55","44","53","0"
"417","1.2885684537635","0.35127324524368","50","38","58","74","0"
"418","0.481690107552","1.1131615820247","64","47","76","72","0"
"419","-0.53688190544226","0.30206324987922","61","60","72","75","0"
"420","-0.15418769257083","0.50794542192392","69","54","69","72","0"
"421","1.28683547688","0.64979319246022","45","42","64","64","0"
"422","1.0313192387238","0.417566077906","42","50","61","64","0"
"423","0.67879415504365","0.84648365735796","47","55","71","57","0"
"424","0.4098728949539","-0.084128333251706","66","42","58","75","0"
"425","2.0777765836773","0.65170604699198","50","33","59","65","0"
"426","-0.10087502982342","0.77442013513733","41","75","71","65","0"
"427","1.0402068806785","-0.089431390318581","46","44","51","70","0"
"428","0.7872102149951","1.0251480403983","28","54","76","66","0"
"429","2.0219434427273","0.93026084791824","60","30","62","58","0"
"430","0.15141441287737","-0.0049892578951045","59","48","62","73","0"
"431","0.99121138975802","0.74974088050169","55","45","68","69","0"
"432","-0.99188116632605","-0.23518484492347","65","78","56","69","0"
"433","1.0721974811021","0.7837754326548","51","40","71","68","0"
"434","0.54568710602753","0.53344881300995","52","43","69","78","0"
"435","-0.47956939346406","0.27619265956796","59","59","69","75","0"
"436","-0.27270072364739","0.27212170891294","53","52","70","80","0"
"437","-1.0952319250219","-0.53813040825597","64","59","62","85","0"
"438","-0.18992867229446","0.18565842281922","48","50","69","75","0"
"439","1.4321010121051","0.82429758055289","50","38","67","67","0"
"440","0.65315957208788","-0.44830353169412","37","63","43","58","0"
"441","0.24798100402526","0.83851008366979","56","53","72","71","0"
"442","0.91602126884381","0.94895759679638","56","42","76","67","0"
"443","0.11334916811729","0.88093706696899","58","52","78","74","0"
"444","-0.69131201423956","0.30770232329767","64","59","71","72","0"
"445","1.4570694827037","0.47586343827943","49","38","60","70","0"
"446","0.33548649371273","1.3481842314602","51","51","83","62","0"
"447","0.20941898765773","0.68128805850512","52","63","68","54","0"
"448","0.38057356735701","0.47427359513495","50","59","63","62","0"
"449","0.50545368448933","1.042107407239","43","51","80","71","0"
"450","-1.4371907006186","0.13176251300057","59","67","76","84","0"
"451","0.89063817587076","0.92103060564454","48","47","71","68","0"
